InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalPrice
110374,P1007,Gaming Mousepad,2,2024-10-28,18.75,11881,Germany,37.5
110374,P1003,Laptop Stand,3,2023-02-11,35.0,10255,UAE,105.0
110375,P1006,Bluetooth Speaker,5,2023-02-05,55.0,11025,Singapore,275.0
110375,P1010,Ergonomic Chair Cushion,5,2023-10-28,30.0,10881,UAE,150.0
110375,P1008,External SSD 1TB,1,2023-08-13,140.0,11885,UAE,140.0
110376,P1006,Bluetooth Speaker,2,2024-05-09,55.0,10495,United Kingdom,110.0
110376,P1007,Gaming Mousepad,5,2023-09-12,18.75,11917,France,93.75
110377,P1006,Bluetooth Speaker,2,2023-11-08,55.0,11437,India,110.0
110377,P1007,Gaming Mousepad,2,2023-07-17,18.75,10690,United Kingdom,37.5
110378,P1005,HD Webcam,4,2023-02-08,65.0,11738,United Kingdom,260.0
110378,P1009,USB-C Hub,1,2023-11-28,45.0,11136,USA,45.0
110378,P1003,Laptop Stand,2,2024-12-07,35.0,10322,India,70.0
110378,P1006,Bluetooth Speaker,5,2024-07-19,55.0,10565,Germany,275.0
110379,P1009,USB-C Hub,5,2023-05-17,45.0,11317,United Kingdom,225.0
110380,P1001,Wireless Mouse,1,2024-11-13,15.99,10796,Singapore,15.99
110381,P1005,HD Webcam,2,2023-09-01,65.0,10067,USA,130.0
110381,P1004,Noise Cancelling Headphones,4,2023-05-20,120.0,11695,India,480.0
110381,P1009,USB-C Hub,1,2024-07-05,45.0,10562,Netherlands,45.0
110382,P1001,Wireless Mouse,2,2024-01-01,15.99,11935,UAE,31.98
110382,P1004,Noise Cancelling Headphones,1,2023-08-28,120.0,11813,United Kingdom,120.0
110382,P1001,Wireless Mouse,4,2023-12-19,15.99,11334,Netherlands,63.96
110382,P1003,Laptop Stand,3,2023-03-18,35.0,11720,Netherlands,105.0
110383,P1004,Noise Cancelling Headphones,3,2023-06-14,120.0,10337,India,360.0
110384,P1001,Wireless Mouse,3,2024-10-08,15.99,10330,Singapore,47.97
110384,P1005,HD Webcam,4,2023-03-11,65.0,10546,United Kingdom,260.0
110384,P1006,Bluetooth Speaker,4,2024-11-11,55.0,10979,Germany,220.0
110384,P1001,Wireless Mouse,1,2024-01-23,15.99,11533,Germany,15.99
110385,P1010,Ergonomic Chair Cushion,5,2024-04-15,30.0,11479,USA,150.0
110386,P1010,Ergonomic Chair Cushion,4,2023-07-14,30.0,11449,United Kingdom,120.0
110386,P1004,Noise Cancelling Headphones,4,2024-11-08,120.0,10462,Singapore,480.0
110386,P1004,Noise Cancelling Headphones,3,2023-06-04,120.0,11521,France,360.0
110386,P1001,Wireless Mouse,3,2023-12-15,15.99,11843,USA,47.97
110387,P1002,USB Keyboard,3,2023-04-03,25.5,11105,United Kingdom,76.5
110387,P1010,Ergonomic Chair Cushion,5,2023-06-14,30.0,10052,Singapore,150.0
110387,P1005,HD Webcam,3,2024-09-26,65.0,10584,United Kingdom,195.0
110388,P1002,USB Keyboard,3,2024-01-27,25.5,11605,Singapore,76.5
110388,P1003,Laptop Stand,5,2024-01-13,35.0,11166,United Kingdom,175.0
110389,P1009,USB-C Hub,3,2024-08-18,45.0,11684,Netherlands,135.0
110389,P1005,HD Webcam,1,2024-04-21,65.0,10140,United Kingdom,65.0
110389,P1001,Wireless Mouse,1,2023-07-07,15.99,10634,Netherlands,15.99
110390,P1005,HD Webcam,2,2023-07-12,65.0,10709,United Kingdom,130.0
110391,P1003,Laptop Stand,1,2023-09-23,35.0,11146,United Kingdom,35.0
110391,P1001,Wireless Mouse,5,2023-10-02,15.99,11218,India,79.95
110391,P1003,Laptop Stand,3,2023-02-08,35.0,10943,France,105.0
110392,P1006,Bluetooth Speaker,2,2024-11-15,55.0,11028,USA,110.0
110392,P1010,Ergonomic Chair Cushion,4,2023-06-25,30.0,11246,France,120.0
110393,P1005,HD Webcam,4,2024-02-06,65.0,10229,India,260.0
110393,P1001,Wireless Mouse,1,2023-08-18,15.99,10465,Singapore,15.99
110393,P1002,USB Keyboard,2,2023-03-27,25.5,10492,USA,51.0
110394,P1005,HD Webcam,4,2023-05-14,65.0,10477,Germany,260.0
110395,P1009,USB-C Hub,4,2023-12-29,45.0,11501,Germany,180.0
110396,P1005,HD Webcam,4,2024-03-30,65.0,11960,Netherlands,260.0
110396,P1005,HD Webcam,1,2023-07-29,65.0,10687,Netherlands,65.0
110396,P1001,Wireless Mouse,1,2024-09-02,15.99,10583,Singapore,15.99
110397,P1005,HD Webcam,2,2024-01-13,65.0,10554,India,130.0
110397,P1008,External SSD 1TB,1,2023-06-26,140.0,10655,Netherlands,140.0
110398,P1009,USB-C Hub,1,2024-09-29,45.0,11803,USA,45.0
110398,P1010,Ergonomic Chair Cushion,5,2024-08-14,30.0,10336,France,150.0
110398,P1003,Laptop Stand,1,2024-02-07,35.0,10264,Germany,35.0
110399,P1004,Noise Cancelling Headphones,2,2024-12-05,120.0,11762,France,240.0
110399,P1007,Gaming Mousepad,1,2023-05-05,18.75,11755,Germany,18.75
110400,P1007,Gaming Mousepad,1,2024-10-23,18.75,11682,United Kingdom,18.75
110400,P1001,Wireless Mouse,5,2023-10-14,15.99,11450,United Kingdom,79.95
110400,P1006,Bluetooth Speaker,2,2023-05-22,55.0,10022,Netherlands,110.0
110400,P1009,USB-C Hub,4,2024-06-25,45.0,11039,Singapore,180.0
110401,P1005,HD Webcam,5,2024-11-02,65.0,10667,Singapore,325.0
110401,P1008,External SSD 1TB,1,2023-02-12,140.0,10651,United Kingdom,140.0
110402,P1010,Ergonomic Chair Cushion,3,2023-01-17,30.0,11044,France,90.0
110402,P1009,USB-C Hub,5,2024-09-01,45.0,11016,Netherlands,225.0
110402,P1010,Ergonomic Chair Cushion,5,2023-11-14,30.0,10252,Netherlands,150.0
110402,P1010,Ergonomic Chair Cushion,2,2024-12-01,30.0,10186,Germany,60.0
110403,P1003,Laptop Stand,4,2023-12-15,35.0,10542,India,140.0
110403,P1001,Wireless Mouse,4,2023-01-09,15.99,11502,India,63.96
110403,P1002,USB Keyboard,4,2024-02-19,25.5,11241,Netherlands,102.0
110404,P1005,HD Webcam,5,2024-02-18,65.0,11388,Netherlands,325.0
110404,P1010,Ergonomic Chair Cushion,3,2023-02-28,30.0,11451,United Kingdom,90.0
110405,P1007,Gaming Mousepad,2,2023-04-29,18.75,10233,USA,37.5
110405,P1006,Bluetooth Speaker,3,2024-01-29,55.0,11582,Singapore,165.0
110405,P1004,Noise Cancelling Headphones,4,2023-12-24,120.0,11401,Netherlands,480.0
110405,P1009,USB-C Hub,5,2024-02-21,45.0,10012,United Kingdom,225.0
110406,P1004,Noise Cancelling Headphones,4,2023-01-03,120.0,10338,UAE,480.0
110406,P1003,Laptop Stand,3,2023-08-09,35.0,11389,France,105.0
110406,P1005,HD Webcam,4,2023-08-19,65.0,11809,Germany,260.0
110406,P1004,Noise Cancelling Headphones,1,2023-10-24,120.0,11272,United Kingdom,120.0
110407,P1002,USB Keyboard,2,2024-12-18,25.5,11148,UAE,51.0
110407,P1003,Laptop Stand,3,2023-09-28,35.0,10547,Germany,105.0
110407,P1007,Gaming Mousepad,1,2023-09-04,18.75,10232,France,18.75
110407,P1002,USB Keyboard,4,2024-05-13,25.5,11571,Singapore,102.0
110408,P1001,Wireless Mouse,2,2024-10-11,15.99,10346,Singapore,31.98
110409,P1002,USB Keyboard,2,2023-04-02,25.5,11411,Singapore,51.0
110409,P1008,External SSD 1TB,2,2023-10-07,140.0,11757,Germany,280.0
110409,P1008,External SSD 1TB,5,2024-04-07,140.0,10182,USA,700.0
110410,P1010,Ergonomic Chair Cushion,2,2024-12-23,30.0,10790,USA,60.0
110410,P1002,USB Keyboard,1,2023-09-24,25.5,11987,UAE,25.5
110410,P1006,Bluetooth Speaker,3,2023-05-21,55.0,10274,United Kingdom,165.0
110410,P1007,Gaming Mousepad,1,2024-02-28,18.75,11225,India,18.75
110411,P1001,Wireless Mouse,4,2024-11-29,15.99,10850,Singapore,63.96
110411,P1007,Gaming Mousepad,5,2023-08-12,18.75,11768,Netherlands,93.75
110412,P1008,External SSD 1TB,5,2024-11-24,140.0,11330,Germany,700.0
110412,P1009,USB-C Hub,4,2023-03-02,45.0,10156,United Kingdom,180.0
110412,P1008,External SSD 1TB,3,2023-12-12,140.0,10376,India,420.0
110412,P1003,Laptop Stand,5,2024-11-29,35.0,10627,France,175.0
110413,P1008,External SSD 1TB,4,2024-08-14,140.0,11520,United Kingdom,560.0
110414,P1003,Laptop Stand,4,2024-02-05,35.0,11316,Netherlands,140.0
110414,P1006,Bluetooth Speaker,4,2024-05-11,55.0,10563,USA,220.0
110414,P1004,Noise Cancelling Headphones,4,2023-05-21,120.0,10897,India,480.0
110415,P1007,Gaming Mousepad,2,2023-05-21,18.75,10346,United Kingdom,37.5
110416,P1008,External SSD 1TB,3,2024-10-16,140.0,10072,United Kingdom,420.0
110417,P1010,Ergonomic Chair Cushion,4,2024-10-12,30.0,11924,Netherlands,120.0
110418,P1006,Bluetooth Speaker,2,2023-05-08,55.0,10540,Netherlands,110.0
110418,P1010,Ergonomic Chair Cushion,2,2024-06-30,30.0,10796,UAE,60.0
110419,P1004,Noise Cancelling Headphones,1,2024-12-22,120.0,10042,USA,120.0
110419,P1008,External SSD 1TB,4,2024-01-15,140.0,11576,Netherlands,560.0
110419,P1007,Gaming Mousepad,2,2023-06-21,18.75,10566,Germany,37.5
110420,P1010,Ergonomic Chair Cushion,1,2023-02-27,30.0,10253,USA,30.0
110420,P1008,External SSD 1TB,1,2024-04-14,140.0,11363,India,140.0
110420,P1010,Ergonomic Chair Cushion,4,2023-06-29,30.0,11003,India,120.0
110421,P1007,Gaming Mousepad,5,2023-07-13,18.75,11356,UAE,93.75
110421,P1003,Laptop Stand,2,2024-08-28,35.0,10287,Germany,70.0
110422,P1003,Laptop Stand,5,2024-11-23,35.0,11243,United Kingdom,175.0
110422,P1009,USB-C Hub,1,2023-07-12,45.0,11573,USA,45.0
110422,P1007,Gaming Mousepad,5,2024-10-01,18.75,11624,UAE,93.75
110423,P1001,Wireless Mouse,5,2024-09-25,15.99,11851,France,79.95
110424,P1003,Laptop Stand,4,2024-04-02,35.0,10554,Netherlands,140.0
110424,P1001,Wireless Mouse,1,2024-03-07,15.99,10650,UAE,15.99
110424,P1006,Bluetooth Speaker,3,2024-10-16,55.0,10978,Singapore,165.0
110425,P1002,USB Keyboard,2,2023-03-08,25.5,10947,United Kingdom,51.0
110425,P1007,Gaming Mousepad,4,2023-03-03,18.75,11942,India,75.0
110426,P1008,External SSD 1TB,4,2023-12-25,140.0,11262,Singapore,560.0
110427,P1006,Bluetooth Speaker,3,2024-06-25,55.0,10509,Singapore,165.0
110427,P1005,HD Webcam,4,2023-06-20,65.0,10656,India,260.0
110428,P1010,Ergonomic Chair Cushion,1,2023-10-15,30.0,10122,France,30.0
110428,P1004,Noise Cancelling Headphones,4,2023-04-09,120.0,11988,Singapore,480.0
110428,P1009,USB-C Hub,4,2023-11-07,45.0,10758,USA,180.0
110428,P1008,External SSD 1TB,3,2023-01-15,140.0,11885,Germany,420.0
110429,P1005,HD Webcam,2,2024-11-04,65.0,11981,India,130.0
110430,P1001,Wireless Mouse,2,2023-03-23,15.99,11956,United Kingdom,31.98
110431,P1008,External SSD 1TB,5,2023-04-09,140.0,11573,UAE,700.0
110431,P1008,External SSD 1TB,1,2024-02-20,140.0,11324,France,140.0
110431,P1007,Gaming Mousepad,3,2024-11-20,18.75,11462,France,56.25
110432,P1007,Gaming Mousepad,2,2023-12-15,18.75,11243,USA,37.5
110433,P1008,External SSD 1TB,3,2024-02-28,140.0,11380,Netherlands,420.0
110433,P1001,Wireless Mouse,5,2024-01-05,15.99,10539,USA,79.95
110434,P1003,Laptop Stand,2,2024-06-07,35.0,11898,India,70.0
110434,P1004,Noise Cancelling Headphones,3,2024-08-02,120.0,10152,Netherlands,360.0
110434,P1006,Bluetooth Speaker,1,2023-01-22,55.0,10393,USA,55.0
110435,P1010,Ergonomic Chair Cushion,1,2024-11-13,30.0,10594,Netherlands,30.0
110435,P1010,Ergonomic Chair Cushion,5,2023-12-31,30.0,11729,United Kingdom,150.0
110435,P1009,USB-C Hub,2,2023-07-26,45.0,11155,India,90.0
110435,P1004,Noise Cancelling Headphones,2,2024-08-19,120.0,11554,United Kingdom,240.0
110436,P1006,Bluetooth Speaker,1,2023-06-19,55.0,11838,India,55.0
110436,P1009,USB-C Hub,5,2024-01-16,45.0,11297,UAE,225.0
110437,P1009,USB-C Hub,4,2023-04-09,45.0,10061,Netherlands,180.0
110437,P1006,Bluetooth Speaker,1,2023-08-22,55.0,10572,United Kingdom,55.0
110437,P1005,HD Webcam,1,2024-02-07,65.0,11483,Germany,65.0
110437,P1003,Laptop Stand,3,2023-11-24,35.0,11782,France,105.0
110438,P1005,HD Webcam,5,2024-01-06,65.0,10084,France,325.0
110438,P1003,Laptop Stand,4,2024-10-05,35.0,11740,Germany,140.0
110438,P1005,HD Webcam,5,2023-06-02,65.0,11783,Germany,325.0
110438,P1010,Ergonomic Chair Cushion,5,2024-11-21,30.0,10319,Germany,150.0
110439,P1010,Ergonomic Chair Cushion,1,2023-11-12,30.0,11501,United Kingdom,30.0
110439,P1001,Wireless Mouse,1,2023-06-14,15.99,11265,India,15.99
110439,P1006,Bluetooth Speaker,1,2023-01-26,55.0,11287,Singapore,55.0
110439,P1007,Gaming Mousepad,3,2023-07-20,18.75,10870,Germany,56.25
110440,P1002,USB Keyboard,4,2023-02-13,25.5,11322,Singapore,102.0
110441,P1003,Laptop Stand,4,2023-11-07,35.0,10016,Singapore,140.0
110441,P1010,Ergonomic Chair Cushion,5,2023-06-27,30.0,11873,Germany,150.0
110442,P1009,USB-C Hub,1,2023-10-14,45.0,10745,Singapore,45.0
110442,P1008,External SSD 1TB,5,2024-12-10,140.0,11831,France,700.0
110443,P1004,Noise Cancelling Headphones,1,2024-02-13,120.0,11934,USA,120.0
110444,P1008,External SSD 1TB,5,2024-01-18,140.0,10851,Singapore,700.0
110444,P1008,External SSD 1TB,5,2023-03-01,140.0,11582,Singapore,700.0
110444,P1006,Bluetooth Speaker,3,2023-05-14,55.0,11328,Germany,165.0
110445,P1001,Wireless Mouse,3,2024-02-07,15.99,11969,USA,47.97
110445,P1002,USB Keyboard,5,2023-07-16,25.5,10351,Germany,127.5
110445,P1004,Noise Cancelling Headphones,1,2024-05-31,120.0,10414,France,120.0
110445,P1004,Noise Cancelling Headphones,5,2023-10-03,120.0,11177,Germany,600.0
110446,P1002,USB Keyboard,1,2024-09-13,25.5,11593,Singapore,25.5
110446,P1009,USB-C Hub,2,2023-08-28,45.0,10651,United Kingdom,90.0
110447,P1002,USB Keyboard,4,2023-07-01,25.5,11653,India,102.0
110448,P1006,Bluetooth Speaker,5,2024-01-15,55.0,10809,United Kingdom,275.0
110448,P1005,HD Webcam,2,2023-11-30,65.0,10347,France,130.0
110448,P1004,Noise Cancelling Headphones,5,2024-02-01,120.0,11366,Germany,600.0
110448,P1006,Bluetooth Speaker,3,2023-04-21,55.0,10425,Netherlands,165.0
110449,P1004,Noise Cancelling Headphones,4,2024-12-27,120.0,10046,France,480.0
110449,P1009,USB-C Hub,5,2024-12-03,45.0,11027,UAE,225.0
110449,P1010,Ergonomic Chair Cushion,3,2023-03-23,30.0,10835,Netherlands,90.0
110450,P1007,Gaming Mousepad,3,2023-03-23,18.75,11535,United Kingdom,56.25
110450,P1003,Laptop Stand,2,2024-11-13,35.0,11693,Germany,70.0
110450,P1010,Ergonomic Chair Cushion,3,2024-12-18,30.0,11703,France,90.0
110451,P1004,Noise Cancelling Headphones,2,2023-11-09,120.0,10177,UAE,240.0
110451,P1001,Wireless Mouse,1,2024-04-21,15.99,10136,UAE,15.99
110451,P1006,Bluetooth Speaker,1,2023-07-18,55.0,11881,Germany,55.0
110451,P1002,USB Keyboard,1,2024-04-07,25.5,10928,USA,25.5
110452,P1004,Noise Cancelling Headphones,1,2024-12-24,120.0,10563,USA,120.0
110452,P1005,HD Webcam,5,2024-01-03,65.0,10763,France,325.0
110452,P1008,External SSD 1TB,2,2023-08-24,140.0,11196,India,280.0
110453,P1003,Laptop Stand,1,2024-03-21,35.0,10002,Netherlands,35.0
110453,P1006,Bluetooth Speaker,3,2023-01-22,55.0,11379,USA,165.0
110454,P1001,Wireless Mouse,2,2023-08-12,15.99,10717,UAE,31.98
110454,P1009,USB-C Hub,5,2023-05-11,45.0,11537,India,225.0
110455,P1001,Wireless Mouse,1,2023-04-23,15.99,10387,UAE,15.99
110455,P1002,USB Keyboard,2,2024-01-22,25.5,10056,France,51.0
110456,P1001,Wireless Mouse,4,2023-08-04,15.99,11340,India,63.96
110456,P1008,External SSD 1TB,1,2024-03-17,140.0,10740,United Kingdom,140.0
110456,P1004,Noise Cancelling Headphones,2,2024-12-15,120.0,11878,France,240.0
110457,P1002,USB Keyboard,1,2023-05-31,25.5,11674,India,25.5
110457,P1007,Gaming Mousepad,4,2024-05-18,18.75,10866,Singapore,75.0
110458,P1008,External SSD 1TB,3,2023-10-16,140.0,11633,Germany,420.0
110459,P1009,USB-C Hub,3,2024-08-02,45.0,11919,Germany,135.0
110459,P1005,HD Webcam,4,2023-11-13,65.0,11684,France,260.0
110460,P1003,Laptop Stand,2,2023-09-27,35.0,10764,UAE,70.0
110460,P1001,Wireless Mouse,5,2024-11-08,15.99,11146,UAE,79.95
110461,P1008,External SSD 1TB,1,2023-08-26,140.0,11461,Germany,140.0
110461,P1006,Bluetooth Speaker,5,2024-09-07,55.0,11954,USA,275.0
110461,P1005,HD Webcam,1,2023-06-10,65.0,10297,India,65.0
110462,P1007,Gaming Mousepad,5,2024-08-17,18.75,11928,Germany,93.75
110462,P1005,HD Webcam,1,2023-12-23,65.0,11421,Singapore,65.0
110463,P1004,Noise Cancelling Headphones,3,2023-07-14,120.0,10349,USA,360.0
110463,P1005,HD Webcam,1,2024-07-21,65.0,10513,United Kingdom,65.0
110463,P1007,Gaming Mousepad,1,2024-12-01,18.75,11744,Singapore,18.75
110463,P1006,Bluetooth Speaker,4,2023-12-23,55.0,11980,UAE,220.0
110464,P1010,Ergonomic Chair Cushion,4,2024-07-03,30.0,11038,United Kingdom,120.0
110465,P1010,Ergonomic Chair Cushion,1,2024-06-22,30.0,11482,India,30.0
110465,P1009,USB-C Hub,1,2024-07-05,45.0,10624,United Kingdom,45.0
110465,P1010,Ergonomic Chair Cushion,2,2024-11-02,30.0,11884,UAE,60.0
110466,P1002,USB Keyboard,3,2023-10-19,25.5,11162,USA,76.5
110467,P1007,Gaming Mousepad,1,2023-12-01,18.75,11397,UAE,18.75
110467,P1001,Wireless Mouse,1,2023-05-31,15.99,11464,India,15.99
110467,P1008,External SSD 1TB,3,2023-01-14,140.0,10083,Singapore,420.0
110467,P1004,Noise Cancelling Headphones,2,2023-02-15,120.0,10322,India,240.0
110468,P1008,External SSD 1TB,4,2024-10-04,140.0,10134,France,560.0
110468,P1008,External SSD 1TB,4,2023-09-20,140.0,11280,Singapore,560.0
110468,P1004,Noise Cancelling Headphones,3,2024-03-27,120.0,11996,France,360.0
110469,P1004,Noise Cancelling Headphones,1,2023-11-10,120.0,10946,India,120.0
110469,P1005,HD Webcam,4,2023-06-27,65.0,10040,Netherlands,260.0
110469,P1007,Gaming Mousepad,1,2024-09-02,18.75,10366,United Kingdom,18.75
110470,P1006,Bluetooth Speaker,5,2023-11-22,55.0,11658,USA,275.0
110470,P1001,Wireless Mouse,1,2024-04-24,15.99,10443,Singapore,15.99
110471,P1006,Bluetooth Speaker,4,2023-02-15,55.0,10786,UAE,220.0
110472,P1003,Laptop Stand,1,2023-07-06,35.0,10701,Netherlands,35.0
110472,P1009,USB-C Hub,1,2024-04-19,45.0,10925,Netherlands,45.0
110472,P1003,Laptop Stand,2,2023-05-10,35.0,10015,India,70.0
110472,P1009,USB-C Hub,2,2024-11-29,45.0,10401,India,90.0
110473,P1005,HD Webcam,1,2024-07-19,65.0,11566,Netherlands,65.0
110473,P1010,Ergonomic Chair Cushion,3,2023-03-07,30.0,11954,United Kingdom,90.0
110473,P1008,External SSD 1TB,3,2023-05-15,140.0,11051,Germany,420.0
110473,P1009,USB-C Hub,3,2023-05-20,45.0,11652,UAE,135.0
110474,P1009,USB-C Hub,3,2023-09-21,45.0,10121,Singapore,135.0
110474,P1007,Gaming Mousepad,4,2024-10-10,18.75,11256,Netherlands,75.0
110474,P1010,Ergonomic Chair Cushion,3,2023-08-02,30.0,11527,UAE,90.0
110475,P1001,Wireless Mouse,4,2024-10-19,15.99,10907,Germany,63.96
110475,P1008,External SSD 1TB,3,2024-03-29,140.0,11391,India,420.0
110476,P1007,Gaming Mousepad,1,2023-08-11,18.75,10875,France,18.75
110476,P1004,Noise Cancelling Headphones,3,2024-05-21,120.0,10407,United Kingdom,360.0
110476,P1006,Bluetooth Speaker,1,2023-09-28,55.0,11887,Singapore,55.0
110477,P1010,Ergonomic Chair Cushion,1,2023-07-08,30.0,10470,India,30.0
110477,P1002,USB Keyboard,2,2023-09-02,25.5,11113,Netherlands,51.0
110477,P1004,Noise Cancelling Headphones,5,2024-09-24,120.0,11960,Singapore,600.0
110478,P1008,External SSD 1TB,5,2024-12-08,140.0,10708,UAE,700.0
110478,P1004,Noise Cancelling Headphones,1,2023-05-13,120.0,11853,Netherlands,120.0
110478,P1010,Ergonomic Chair Cushion,5,2024-12-17,30.0,10076,Netherlands,150.0
110479,P1004,Noise Cancelling Headphones,5,2024-09-12,120.0,10193,France,600.0
110479,P1004,Noise Cancelling Headphones,3,2024-07-10,120.0,11400,Singapore,360.0
110479,P1010,Ergonomic Chair Cushion,5,2024-03-17,30.0,11715,France,150.0
110480,P1009,USB-C Hub,5,2024-08-29,45.0,11306,Singapore,225.0
110480,P1002,USB Keyboard,5,2024-05-18,25.5,10952,Netherlands,127.5
110480,P1007,Gaming Mousepad,2,2023-01-19,18.75,10495,Germany,37.5
110480,P1003,Laptop Stand,5,2023-06-07,35.0,10407,United Kingdom,175.0
110481,P1004,Noise Cancelling Headphones,3,2023-05-13,120.0,10579,India,360.0
110481,P1001,Wireless Mouse,4,2023-04-26,15.99,11790,Singapore,63.96
110481,P1003,Laptop Stand,2,2023-11-27,35.0,10126,United Kingdom,70.0
110481,P1002,USB Keyboard,3,2024-05-16,25.5,10757,Netherlands,76.5
110482,P1010,Ergonomic Chair Cushion,1,2024-12-05,30.0,11087,USA,30.0
110482,P1007,Gaming Mousepad,3,2024-08-13,18.75,10787,Netherlands,56.25
110482,P1006,Bluetooth Speaker,4,2024-08-19,55.0,11288,Germany,220.0
110483,P1001,Wireless Mouse,2,2023-03-27,15.99,10102,United Kingdom,31.98
110483,P1008,External SSD 1TB,4,2024-04-24,140.0,10574,UAE,560.0
110483,P1009,USB-C Hub,1,2023-06-03,45.0,11688,UAE,45.0
110484,P1001,Wireless Mouse,1,2024-08-11,15.99,10633,Netherlands,15.99
110484,P1005,HD Webcam,1,2024-03-28,65.0,10444,Netherlands,65.0
110485,P1007,Gaming Mousepad,3,2024-04-06,18.75,11521,UAE,56.25
110485,P1002,USB Keyboard,3,2023-11-06,25.5,11065,United Kingdom,76.5
110485,P1006,Bluetooth Speaker,5,2023-07-02,55.0,11380,Singapore,275.0
110486,P1008,External SSD 1TB,1,2024-08-02,140.0,10130,Germany,140.0
110486,P1008,External SSD 1TB,4,2023-08-20,140.0,11208,France,560.0
110486,P1010,Ergonomic Chair Cushion,1,2024-10-09,30.0,10444,India,30.0
110486,P1010,Ergonomic Chair Cushion,2,2023-05-17,30.0,10468,Singapore,60.0
110487,P1008,External SSD 1TB,3,2024-08-29,140.0,10520,USA,420.0
110488,P1006,Bluetooth Speaker,1,2024-01-22,55.0,10810,United Kingdom,55.0
110488,P1006,Bluetooth Speaker,5,2024-06-22,55.0,11706,United Kingdom,275.0
110488,P1003,Laptop Stand,1,2024-10-10,35.0,11942,Singapore,35.0
110488,P1002,USB Keyboard,5,2024-04-26,25.5,11621,India,127.5
110489,P1005,HD Webcam,3,2024-10-30,65.0,10144,Germany,195.0
110489,P1009,USB-C Hub,3,2023-04-21,45.0,11932,India,135.0
110490,P1004,Noise Cancelling Headphones,5,2023-03-06,120.0,10328,France,600.0
110490,P1005,HD Webcam,2,2024-11-10,65.0,10915,USA,130.0
110490,P1006,Bluetooth Speaker,3,2023-03-19,55.0,10470,India,165.0
110490,P1006,Bluetooth Speaker,5,2024-04-08,55.0,11874,UAE,275.0
110491,P1004,Noise Cancelling Headphones,3,2023-01-26,120.0,11201,Germany,360.0
110492,P1004,Noise Cancelling Headphones,1,2024-09-22,120.0,10913,UAE,120.0
110492,P1008,External SSD 1TB,4,2023-02-02,140.0,11397,United Kingdom,560.0
110492,P1005,HD Webcam,2,2024-12-12,65.0,11973,United Kingdom,130.0
110493,P1005,HD Webcam,4,2024-10-26,65.0,10464,France,260.0
110494,P1009,USB-C Hub,2,2023-12-19,45.0,11423,United Kingdom,90.0
110494,P1004,Noise Cancelling Headphones,1,2023-10-10,120.0,10012,Singapore,120.0
110494,P1007,Gaming Mousepad,5,2023-10-07,18.75,10212,United Kingdom,93.75
110495,P1005,HD Webcam,5,2023-10-27,65.0,10445,Singapore,325.0
110495,P1009,USB-C Hub,5,2024-08-22,45.0,10099,USA,225.0
110495,P1008,External SSD 1TB,1,2024-07-04,140.0,11891,India,140.0
110496,P1008,External SSD 1TB,4,2024-08-27,140.0,10383,USA,560.0
110496,P1010,Ergonomic Chair Cushion,3,2024-08-22,30.0,10316,UAE,90.0
110496,P1010,Ergonomic Chair Cushion,5,2023-12-14,30.0,10807,France,150.0
110496,P1003,Laptop Stand,3,2023-09-28,35.0,10565,UAE,105.0
110497,P1009,USB-C Hub,4,2024-12-04,45.0,10207,United Kingdom,180.0
110497,P1008,External SSD 1TB,3,2023-10-14,140.0,11517,Netherlands,420.0
110497,P1003,Laptop Stand,3,2024-10-18,35.0,11475,UAE,105.0
110497,P1010,Ergonomic Chair Cushion,3,2024-06-21,30.0,11988,USA,90.0
